,JPN,USA,FRA,ITA,DEU,ESP,KOR,SCH,TCH
661,トーチカ,Baneful Bunker,Blockhaus,Fortino,Bunker,Búnker,토치카,碉堡,碉堡
662,かげぬい,Spirit Shackle,Tisse Ombre,Cucitura d'Ombra,Schattenfessel,Puntada Sombría,그림자꿰매기,缝影,縫影
663,ＤＤラリアット,Darkest Lariat,Dark Lariat,Braccioteso,Dark Lariat,Lariat Oscuro,DD래리어트,ＤＤ金勾臂,ＤＤ金勾臂
664,うたかたのアリア,Sparkling Aria,Aria de l'Écume,Canto Effimero,Schaumserenade,Aria Burbuja,물거품아리아,泡影的咏叹调,泡影的詠歎調
665,アイスハンマー,Ice Hammer,Marteau de Glace,Martelgelo,Eishammer,Martillo Hielo,아이스해머,冰锤,冰錘
666,フラワーヒール,Floral Healing,Soin Floral,Cura Floreale,Florakur,Cura Floral,플라워힐,花疗,花療
667,１０まんばりき,High Horsepower,Cavalerie Lourde,Forza Equina,Pferdestärke,Fuerza Equina,10만마력,十万马力,十萬馬力
668,ちからをすいとる,Strength Sap,Vole-Force,Assorbiforza,Kraftabsorber,Absorbefuerza,힘흡수,吸取力量,吸取力量
669,ソーラーブレード,Solar Blade,Lame Solaire,Lama Solare,Solarklinge,Cuchilla Solar,솔라블레이드,日光刃,日光刃
670,このは,Leafage,Feuillage,Fogliame,Blattwerk,Follaje,나뭇잎,树叶,樹葉
671,スポットライト,Spotlight,Projecteur,Riflettore,Rampenlicht,Foco,스포트라이트,聚光灯,聚光燈
672,どくのいと,Toxic Thread,Fil Toxique,Velenotela,Giftfaden,Hilo Venenoso,독실,毒丝,毒絲
673,とぎすます,Laser Focus,Affilage,Concentrazione,Konzentration,Aguzar,예민해지기,磨砺,磨礪
674,アシストギア,Gear Up,Engrenage,Marciainpiù,Hilfsmechanik,Piñón Auxiliar,어시스트기어,辅助齿轮,輔助齒輪
675,じごくづき,Throat Chop,Exécu-Son,Colpo Infernale,Neck Strike,Golpe Mordaza,지옥찌르기,深渊突刺,地獄突刺
676,かふんだんご,Pollen Puff,Boule Pollen,Sferapolline,Pollenknödel,Bola de Polen,꽃가루경단,花粉团,花粉團
677,アンカーショット,Anchor Shot,Ancrage,Colpo d'Ancora,Ankerschuss,Anclaje,앵커샷,掷锚,擲錨
678,サイコフィールド,Psychic Terrain,Champ Psychique,Campo Psichico,Psychofeld,Campo Psíquico,사이코필드,精神场地,精神場地
679,とびかかる,Lunge,Furie-Bond,Assalto,Anfallen,Plancha,덤벼들기,猛扑,猛撲
680,ほのおのムチ,Fire Lash,Fouet de Feu,Frusta di Fuoco,Feuerpeitsche,Látigo Ígneo,불꽃채찍,火焰鞭,火焰鞭
681,つけあがる,Power Trip,Arrogance,Tracotanza,Überheblichkeit,Chulería,기어오르기,嚣张,囂張
682,もえつきる,Burn Up,Flamme Ultime,Ultima Fiamma,Ausbrennen,Llama Final,불사르기,燃尽,燃盡
683,スピードスワップ,Speed Swap,Permuvitesse,Velociscambio,Initiativetausch,Cambiavelocidad,스피드스왑,速度互换,速度互換
684,スマートホーン,Smart Strike,Estocorne,Sottilcorno,Schmalhorn,Cuerno Certero,스마트혼,修长之角,修長之角
685,じょうか,Purify,Purification,Purificazione,Läuterung,Purificación,정화,净化,淨化
686,めざめるダンス,Revelation Dance,Danse Éveil,Mutadanza,Wecktanz,Danza Despertar,잠재댄스,觉醒之舞,覺醒之舞
687,コアパニッシャー,Core Enforcer,Sanction Suprême,Nucleocastigo,Sanktionskern,Núcleo Castigo,코어퍼니셔,核心惩罚者,核心懲罰者
688,トロピカルキック,Trop Kick,Botte Sucrette,Tropicalcio,Tropenkick,Patada Tropical,트로피컬킥,热带踢,熱帶踢
689,さいはい,Instruct,Sommation,Imposizione,Kommando,Mandato,지휘,号令,號令
690,くちばしキャノン,Beak Blast,Bec-Canon,Cannonbecco,Schnabelkanone,Pico Cañón,부리캐논,鸟嘴加农炮,鳥嘴加農炮
691,スケイルノイズ,Clanging Scales,Vibrécaille,Clamorsquame,Schuppenrasseln,Fragor Escamas,스케일노이즈,鳞片噪音,鱗片噪音
692,ドラゴンハンマー,Dragon Hammer,Draco-Marteau,Marteldrago,Drachenhammer,Martillo Dragón,드래곤해머,龙锤,龍錘
693,ぶんまわす,Brutal Swing,Centrifugifle,Vorticolpo,Wirbler,Giro Vil,세차게휘두르기,狂舞挥打,狂舞揮打
694,オーロラベール,Aurora Veil,Voile Aurore,Velaurora,Auroraschleier,Velo Aurora,오로라베일,极光幕,極光幕
695,シャドーアローズストライク,Sinister Arrow Raid,Fureur des Plumes Spectrales,Dardoassalto Spettrale,Schatten-Pfeilregen,Aluvión de Flechas Sombrías,섀도애로우즈스트라이크,遮天蔽日暗影箭,遮天蔽日暗影箭
696,ハイパーダーククラッシャー,Malicious Moonsault,Dark Body Press,Iperschianto delle Tenebre,Hyper Dark Crusher,Hiperplancha Oscura,하이퍼다크크러셔,极恶飞跃粉碎击,極惡飛躍粉碎擊
697,わだつみのシンフォニア,Oceanic Operetta,Symphonie des Ondines,Sinfonia del Mare,Grandiose Meeressymphonie,Sinfonía de la Diva Marina,바다의심포니,海神庄严交响乐,海神莊嚴交響樂
698,ガーディアン・デ・アローラ,Guardian of Alola,Colère du Gardien d'Alola,Collera del Guardiano,Alolas Wächter,Cólera del Guardián,알로라의수호자,巨人卫士・阿罗拉,巨人衛士・阿羅拉
699,しちせいだっこんたい,Soul-Stealing 7-Star Strike,Fauche-Âme des Sept Étoiles,Colpo Eptastellare Rubanima,Sternbild des Seelenraubes,Constelación Robaalmas,칠성탈혼퇴,七星夺魂腿,七星奪魂腿
700,ライトニングサーフライド,Stoked Sparksurfer,Électro-Surf Survolté,Elettrosurf Folgorante,Blitz-Wellenritt,Surfeo Galvánico,라이트닝서프라이드,驾雷驭电戏冲浪,駕雷馭電戲衝浪
701,ほんきをだす　こうげき,Pulverizing Pancake,Gare au Ronflex,Adesso Faccio sul Serio,Schluss mit lustig,Arrojo Intempestivo,진심의공격,认真起来大爆击,認真起來大爆擊
702,ナインエボルブースト,Extreme Evoboost,Neuf pour Un,Potenziamento Eevolutivo,Macht der Neun,Novena Potencia,나인이볼부스트,九彩升华齐聚顶,九彩昇華齊聚頂
703,オリジンズスーパーノヴァ,Genesis Supernova,Supernova Originelle,Supernova delle Origini,Supernova des Ursprungs,Supernova Original,오리진즈슈퍼노바,起源超新星大爆炸,起源超新星大爆炸
704,トラップシェル,Shell Trap,Carapiège,Gusciotrappola,Panzerfalle,Coraza Trampa,트랩셸,陷阱甲壳,陷阱甲殼
705,フルールカノン,Fleur Cannon,Canon Floral,Cannonfiore,Kanonenbouquet,Cañón Floral,플뢰르캐논,花朵加农炮,花朵加農炮
706,サイコファング,Psychic Fangs,Psycho-Croc,Psicozanna,Psychobeißer,Psicocolmillo,사이코팽,精神之牙,精神之牙
707,じだんだ,Stomping Tantrum,Trépignement,Battipiedi,Fruststampfer,Pataleta,분함의발구르기,跺脚,跺腳
708,シャドーボーン,Shadow Bone,Os Ombre,Ossotetro,Schattenknochen,Hueso Sombrío,섀도본,暗影之骨,暗影之骨
709,アクセルロック,Accelerock,Vif Roc,Rocciarapida,Turbofelsen,Roca Veloz,액셀록,冲岩,衝岩
710,アクアブレイク,Liquidation,Aqua-Brèche,Idrobreccia,Aquadurchstoß,Hidroariete,아쿠아브레이크,水流裂破,水流裂破
711,プリズムレーザー,Prismatic Laser,Laser Prisme,Prismalaser,Prisma-Laser,Láser Prisma,프리즘레이저,棱镜镭射,稜鏡鐳射
712,シャドースチール,Spectral Thief,Clepto-Mânes,Ombrafurto,Diebesschatten,Robasombra,섀도스틸,暗影偷盗,暗影偷盜
713,メテオドライブ,Sunsteel Strike,Choc Météore,Astrocarica,Stahlgestirn,Meteoimpacto,메테오드라이브,流星闪冲,流星閃衝
714,シャドーレイ,Moongeist Beam,Rayon Spectral,Raggio d'Ombra,Schattenstrahl,Rayo Umbrío,섀도레이,暗影之光,暗影之光
715,なみだめ,Tearful Look,Larme à l'Œil,Occhionilucidi,Tränendrüse,Ojos Llorosos,눈물그렁그렁,泪眼汪汪,淚眼汪汪
716,びりびりちくちく,Zing Zap,Électrikipik,Elettropizzico,Elektropikser,Electropunzada,찌리리따끔따끔,麻麻刺刺,麻麻刺刺
717,しぜんのいかり,Nature's Madness,Ire de la Nature,Ira della Natura,Naturzorn,Furia Natural,자연의분노,自然之怒,自然之怒
718,マルチアタック,Multi-Attack,Coup Varia-Type,Multiattacco,Multi-Angriff,Multiataque,멀티어택,多属性攻击,多屬性攻擊
719,１０００まんボルト,"10,000,000 Volt Thunderbolt",Giga-Tonnerre,Iperfulmine,Tausendfacher Donnerblitz,Gigarrayo Fulminante,1000만볼트,千万伏特,千萬伏特
720,ビックリヘッド,Mind Blown,Caboche-Kaboum,Sbalorditesta,Knallkopf,Cabeza Sorpresa,깜짝헤드,惊爆大头,驚爆大頭
721,プラズマフィスト,Plasma Fists,Plasma Punch,Pugni Plasma,Plasmafäuste,Puños Plasma,플라스마피스트,等离子闪电拳,等離子閃電拳
722,フォトンゲイザー,Photon Geyser,Photo-Geyser,Geyser Fotonico,Photonen-Geysir,Géiser Fotónico,포톤가이저,光子喷涌,光子噴湧
723,てんこがすめつぼうのひかり,Light That Burns the Sky,Apocalypsis Luminis,Fotodistruzione Apocalittica,Licht des Erlöschens,Fotodestrucción Apocalíptica,하늘을태우는멸망의빛,焚天灭世炽光爆,焚天滅世熾光爆
724,サンシャインスマッシャー,Searing Sunraze Smash,Hélio-Choc Dévastateur,Supercollisione Solare,Schmetternde Sonnenwalze,Embestida Solar,선샤인스매셔,日光回旋下苍穹,日光迴旋下蒼穹
725,ムーンライトブラスター,Menacing Moonraze Maelstrom,Rayons Séléno-Explosifs,Deflagrazione Lunare,Geballter Mondlaser,Deflagración Lunar,문라이트블래스터,月华飞溅落灵霄,月華飛濺落靈霄
726,ぽかぼかフレンドタイム,Let's Snuggle Forever,Patati-Patattrape,Dolcesacco di Botte,Herzliche Knuddelkloppe,Somanta Amistosa,투닥투닥프렌드타임,亲密无间大乱揍,親密無間大亂揍
727,ラジアルエッジストーム,Splintered Stormshards,Hurlement des Roches-Lames,Litotempesta Radiale,Fataler Steinregen,Tempestad Rocosa,레이디얼에지스톰,狼啸石牙飓风暴,狼嘯石牙颶風暴
728,ブレイジングソウルビート,Clangorous Soulblaze,Dracacophonie Flamboyante,Dracofonia Divampante,Rasselnder Seelentanz,Estruendo Implacable,브레이징소울비트,炽魂热舞烈音爆,熾魂熱舞烈音爆
729,ばちばちアクセル,Zippy Zap,Pika-Sprint,Sprintaboom,Britzelturbo,Pikaturbo,파찌파찌액셀,电电加速,電電加速
730,ざぶざぶサーフ,Splishy Splash,Pika-Splash,Surfasplash,Plätschersurfer,Salpikasurf,참방참방서핑,滔滔冲浪,滔滔衝浪
731,ふわふわフォール,Floaty Fall,Pika-Piqué,Piombaflap,Schwebesturz,Pikapicado,둥실둥실폴,飘飘坠落,飄飄墜落
732,ピカピカサンダー,Pika Papow,Pika-Fracas,Pikasaetta,Pika-Flash,Pikatormenta,피카피카썬더,闪闪雷光,閃閃雷光
733,いきいきバブル,Bouncy Bubble,Évo-Thalasso,Bollaslurp,Blubbsauger,Vapodrenaje,생생버블,活活气泡,活活氣泡
734,びりびりエレキ,Buzzy Buzz,Évo-Dynamo,Elettrozap,Knisterladung,Joltioparálisis,찌릿찌릿일렉,麻麻电击,麻麻電擊
735,めらめらバーン,Sizzly Slide,Évo-Flambo,Fiammabam,Flackerbrand,Flarembestida,이글이글번,熊熊火爆,熊熊火爆
736,どばどばオーラ,Glitzy Glow,Évo-Psycho,Auraswoosh,Pulsieraura,Espeaura,콸콸오라,哗哗气场,嘩嘩氣場
737,わるわるゾーン,Baddy Bad,Évo-Ténébro,Zona Buiabuia,Quälzone,Umbreozona,아그아그존,坏坏领域,壞壞領域
738,すくすくボンバー,Sappy Seed,Évo-Écolo,Bombafrush,Sprießbomben,Leafitobombas,쑥쑥봄버,茁茁炸弹,茁茁轟炸
739,こちこちフロスト,Freezy Frost,Évo-Congélo,Scricchiagelo,Klirrfrost,Glaceoprisma,꽁꽁프로스트,冰冰霜冻,冰冰霜凍
740,きらきらストーム,Sparkly Swirl,Évo-Fabulo,Sbrilluccibufera,Glitzersturm,Sylveotornado,반짝반짝스톰,亮亮风暴,亮亮風暴
741,ブイブイブレイク,Veevee Volley,Évo-Chardasso,Eeveempatto,Evo-Crash,Eevimpacto,브이브이브레이크,砰砰击破,砰砰擊破
742,ダブルパンツァー,Double Iron Bash,Écrous d'Poing,Pugni Corazzati,Panzerfäuste,Ferropuño Doble,더블펀처,钢拳双击,鋼拳雙擊
743,ダイウォール,Max Guard,Gardomax,Dynabarriera,Dyna-Wall,Maxibarrera,다이월,极巨防壁,極巨防壁
744,ダイマックスほう,Dynamax Cannon,Canon Dynamax,Cannone Dynamax,Dynamax-Kanone,Cañón Dinamax,다이맥스포,极巨炮,極巨炮
745,ねらいうち,Snipe Shot,Tir de Précision,Tiromirato,Präzisionsschuss,Disparo Certero,노려맞히기,狙击,狙擊
746,くらいつく,Jaw Lock,Croque Fort,Morsostretto,Fesselbiss,Presa Maxilar,물고버티기,紧咬不放,緊咬不放
747,ほおばる,Stuff Cheeks,Garde-à-Joues,Riempiguance,Backenstopfer,Atiborramiento,볼가득넣기,大快朵颐,大快朵頤
748,はいすいのじん,No Retreat,Ultime Bastion,Spalle al Muro,Finalformation,Bastión Final,배수의진,背水一战,背水一戰
749,タールショット,Tar Shot,Goudronnage,Colpocatrame,Teerschuss,Alquitranazo,타르샷,沥青射击,瀝青射擊
750,まほうのこな,Magic Powder,Poudre Magique,Magipolvere,Magiepuder,Polvo Mágico,마법가루,魔法粉,魔法粉
751,ドラゴンアロー,Dragon Darts,Draco-Flèches,Dragofrecce,Drachenpfeile,Dracoflechas,드래곤애로,龙箭,龍箭
752,おちゃかい,Teatime,Thérémonie,Ora del Tè,Teatime,Hora del Té,다과회,茶会,茶會
753,たこがため,Octolock,Octoprise,Tentacolock,Octoklammer,Octopresa,문어굳히기,蛸固,蛸固
754,でんげきくちばし,Bolt Beak,Prise de Bec,Beccoshock,Schockschnabel,Electropico,전격부리,电喙,電喙
755,エラがみ,Fishious Rend,Branchicrok,Branchiomorso,Kiemenbiss,Branquibocado,아가미물기,鳃咬,鰓咬
756,コートチェンジ,Court Change,Change-Côté,Cambiocampo,Seitenwechsel,Cambio de Cancha,코트체인지,换场,換場
757,ダイバーン,Max Flare,Pyromax,Dynafiammata,Dyna-Brand,Maxignición,다이번,极巨火爆,極巨火爆
758,ダイワーム,Max Flutterby,Insectomax,Dynainsetto,Dyna-Schwarm,Maxinsecto,다이웜,极巨虫蛊,極巨蟲蠱
759,ダイサンダー,Max Lightning,Fulguromax,Dynasaetta,Dyna-Gewitter,Maxitormenta,다이썬더,极巨闪电,極巨閃電
760,ダイアタック,Max Strike,Normalomax,Dynattacco,Dyna-Angriff,Maxiataque,다이어택,极巨攻击,極巨攻擊
761,ダイナックル,Max Knuckle,Pugilomax,Dynapugno,Dyna-Faust,Maxipuño,다이너클,极巨拳斗,極巨拳鬥
762,ダイホロウ,Max Phantasm,Spectromax,Dynavuoto,Dyna-Spuk,Maxiespectro,다이할로우,极巨幽魂,極巨幽魂
763,ダイアイス,Max Hailstorm,Cryomax,Dynagelo,Dyna-Frost,Maxihelada,다이아이스,极巨寒冰,極巨寒冰
764,ダイアシッド,Max Ooze,Toxinomax,Dynacorrosione,Dyna-Giftschwall,Maxiácido,다이애시드,极巨酸毒,極巨酸毒
765,ダイストリーム,Max Geyser,Hydromax,Dynaflusso,Dyna-Flut,Maxichorro,다이스트림,极巨水流,極巨水流
766,ダイジェット,Max Airstream,Aéromax,Dynajet,Dyna-Düse,Maxiciclón,다이제트,极巨飞冲,極巨飛衝
767,ダイフェアリー,Max Starfall,Enchantomax,Dynafata,Dyna-Zauber,Maxiestela,다이페어리,极巨妖精,極巨妖精
768,ダイドラグーン,Max Wyrmwind,Dracomax,Dynadragone,Dyna-Wyrm,Maxidraco,다이드라군,极巨龙骑,極巨龍騎
769,ダイサイコ,Max Mindstorm,Psychomax,Dynapsiche,Dyna-Kinese,Maxionda,다이사이코,极巨超能,極巨超能
770,ダイロック,Max Rockfall,Lithomax,Dynamacigno,Dyna-Brocken,Maxilito,다이록,极巨岩石,極巨岩石
771,ダイアース,Max Quake,Sismomax,Dynasisma,Dyna-Erdstoß,Maxitemblor,다이어스,极巨大地,極巨大地
772,ダイアーク,Max Darkness,Sinistromax,Dynatenebre,Dyna-Dunkel,Maxisombra,다이아크,极巨恶霸,極巨惡霸
773,ダイソウゲン,Max Overgrowth,Phytomax,Dynaflora,Dyna-Flora,Maxiflora,다이그래스,极巨草原,極巨草原
774,ダイスチル,Max Steelspike,Métallomax,Dynametallo,Dyna-Stahlzacken,Maximetal,다이스틸,极巨钢铁,極巨鋼鐵
775,ソウルビート,Clangorous Soul,Dracacophonie,Dracofonia,Seelentanz,Estruendo Escama,소울비트,魂舞烈音爆,魂舞烈音爆
776,ボディプレス,Body Press,Big Splash,Schiacciacorpo,Body Press,Plancha Corporal,바디프레스,扑击,撲擊
777,デコレーション,Decorate,Nappage,Decorazione,Verzierung,Decoración,데코레이션,装饰,裝飾
778,ドラムアタック,Drum Beating,Tambour Battant,Tamburattacco,Trommelschläge,Batería Asalto,드럼어택,鼓击,鼓擊
779,トラバサミ,Snap Trap,Troquenard,Tagliola,Fangeisen,Cepo,집게덫,捕兽夹,捕獸夾
780,かえんボール,Pyro Ball,Ballon Brûlant,Palla Infuocata,Feuerball,Balón Ígneo,화염볼,火焰球,火焰球
781,きょじゅうざん,Behemoth Blade,Gladius Maximus,Taglio Maestoso,Gigantenhieb,Tajo Supremo,거수참,巨兽斩,巨獸斬
782,きょじゅうだん,Behemoth Bash,Aegis Maxima,Colpo Maestoso,Gigantenstoß,Embate Supremo,거수탄,巨兽弹,巨獸彈
783,オーラぐるま,Aura Wheel,Roue Libre,Ruota d'Aura,Aura-Rad,Rueda Aural,오라휠,气场轮,氣場輪
784,ワイドブレイカー,Breaking Swipe,Abattage,Vastoimpatto,Breitseite,Vasto Impacto,와이드브레이커,广域破坏,廣域破壞
785,えだづき,Branch Poke,Tapotige,Ramostoccata,Zweigstoß,Punzada Rama,가지찌르기,木枝突刺,木枝突刺
786,オーバードライブ,Overdrive,Overdrive,Overdrive,Overdrive,Amplificador,오버드라이브,破音,破音
787,りんごさん,Apple Acid,Acide Malique,Acido Malico,Apfelsäure,Ácido Málico,사과산,苹果酸,蘋果酸
788,Ｇのちから,Grav Apple,Force G,Forza G,Gravitation,Fuerza G,G의힘,万有引力,萬有引力
789,ソウルクラッシュ,Spirit Break,Choc Émotionnel,Frantumanima,Seelenbruch,Choque Anímico,소울크래시,灵魂冲击,靈魂衝擊
790,ワンダースチーム,Strange Steam,Vapeur Féérique,Vapore Incantato,Wunderdampf,Cautivapor,원더스팀,神奇蒸汽,神奇蒸汽
791,いのちのしずく,Life Dew,Fontaine de Vie,Goccia Vitale,Lebenstropfen,Gota Vital,생명의물방울,生命水滴,生命水滴
792,ブロッキング,Obstruct,Blocage,Sbarramento,Abblocker,Obstrucción,블로킹,拦堵,攔堵
793,どげざつき,False Surrender,Fourbette,Supplicolpo,Kniefalltrick,Irreverencia,사죄의찌르기,假跪真撞,假跪真撞
794,スターアサルト,Meteor Assault,Joute Astrale,Sfolgorassalto,Sternensturm,Asalto Estelar,스타어설트,流星突击,流星突擊
795,ムゲンダイビーム,Eternabeam,Laser Infinimax,Raggio Infinito,Unendynastrahlen,Rayo Infinito,무한다이빔,无极光束,無極光束
796,てっていこうせん,Steel Beam,Métalaser,Raggio d'Acciaio,Stahlstrahl,Metaláser,철제광선,铁蹄光线,鐵蹄光線
797,ワイドフォース,Expanding Force,Vaste Pouvoir,Vastenergia,Flächenmacht,Vasta Fuerza,와이드포스,广域战力,廣域戰力
798,アイアンローラー,Steel Roller,Métalliroue,Ferrorullo,Eisenwalze,Allanador Férreo,아이언롤러,铁滚轮,鐵滾輪
799,スケイルショット,Scale Shot,Rafale Écailles,Squamacolpo,Schuppenschuss,Ráfaga Escamas,스케일샷,鳞射,鱗射
800,メテオビーム,Meteor Beam,Laser Météore,Raggiometeora,Meteorstrahl,Rayo Meteórico,메테오빔,流星光束,流星光束
801,シェルアームズ,Shell Side Arm,Kokiyarme,Armaguscio,Muschelwaffe,Moluscañón,셸암즈,臂贝武器,臂貝武器
802,ミストバースト,Misty Explosion,Explo-Brume,Nebbioscoppio,Nebelexplosion,Bruma Explosiva,미스트버스트,薄雾炸裂,薄霧炸裂
803,グラススライダー,Grassy Glide,Gliss'Herbe,Erboscivolata,Grasrutsche,Fitoimpulso,그래스슬라이더,青草滑梯,青草滑梯
804,ライジングボルト,Rising Voltage,Monte-Tension,Elettroimpennata,Hochspannung,Alto Voltaje,라이징볼트,电力上升,電力上升
805,だいちのはどう,Terrain Pulse,Champlification,Campopulsar,Feldimpuls,Pulso de Campo,대지의파동,大地波动,大地波動
806,はいよるいちげき,Skitter Smack,Ravage Rampant,Strisciacolpo,Krabbelkracher,Golpe Rastrero,엄습하는일격,爬击,爬擊
807,しっとのほのお,Burning Jealousy,Feu Envieux,Fiamminvidia,Neidflammen,Envidia Ardiente,질투의불꽃,妒火,妒火
808,うっぷんばらし,Lash Out,Cent Rancunes,Sfogarabbia,Frustventil,Desahogo,분풀이,泄愤,洩憤
809,ポルターガイスト,Poltergeist,Esprit Frappeur,Poltergeist,Poltergeist,Poltergeist,폴터가이스트,灵骚,靈騷
810,ふしょくガス,Corrosive Gas,Gaz Corrosif,Gas Corrosivo,Korrosionsgas,Gas Corrosivo,부식가스,腐蚀气体,腐蝕氣體
811,コーチング,Coaching,Coaching,Coaching,Coaching,Motivación,코칭,指导,指導
812,クイックターン,Flip Turn,Eau Revoir,Virata,Rollwende,Viraje,퀵턴,快速折返,快速折返
813,トリプルアクセル,Triple Axel,Triple Axel,Triplo Axel,Dreifach-Axel,Triple Axel,트리플악셀,三旋击,三旋擊
814,ダブルウイング,Dual Wingbeat,Double Volée,Doppia Ala,Doppelflügel,Ala Bis,더블윙,双翼,雙翼
815,ねっさのだいち,Scorching Sands,Sable Ardent,Sabbiardente,Brandsand,Arenas Ardientes,열사의대지,热沙大地,熱沙大地
816,ジャングルヒール,Jungle Healing,Selve Salvatrice,Giunglacura,Dschungelheilung,Cura Selvática,정글힐,丛林治疗,叢林治療
817,あんこくきょうだ,Wicked Blow,Poing Obscur,Pugnotenebra,Finstertreffer,Golpe Oscuro,암흑강타,暗冥强击,暗冥強擊
818,すいりゅうれんだ,Surging Strikes,Torrent de Coups,Idroraffica,Trefferschwall,Azote Torrencial,수류연타,水流连打,水流連打
819,サンダープリズン,Thunder Cage,Voltageôle,Elettrogabbia,Blitzgefängnis,Electrojaula,썬더프리즌,雷电囚笼,雷電囚籠
820,ドラゴンエナジー,Dragon Energy,Draco-Énergie,Dragoenergia,Drachenkräfte,Dracoenergía,드래곤에너지,巨龙威能,巨龍威能
821,いてつくしせん,Freezing Glare,Regard Glaçant,Sguardo Gelido,Eisiger Blick,Mirada Heladora,얼어붙는시선,冰冷视线,冰冷視線
822,もえあがるいかり,Fiery Wrath,Fureur Ardente,Furia Ardente,Brennender Zorn,Furia Candente,타오르는분노,怒火中烧,怒火中燒
823,らいめいげり,Thunderous Kick,Coup Fulgurant,Calcio Tonante,Donnernder Tritt,Patada Relámpago,천둥차기,雷鸣蹴击,雷鳴蹴擊
824,ブリザードランス,Glacial Lance,Lance de Glace,Lancia Glaciale,Blizzardlanze,Lanza Glacial,블리자드랜스,雪矛,雪矛
825,アストラルビット,Astral Barrage,Éclat Spectral,Schegge Astrali,Astralfragmente,Orbes Espectro,아스트랄비트,星碎,星碎
826,ぶきみなじゅもん,Eerie Spell,Sort Sinistre,Inquietantesimo,Schauderspruch,Conjuro Funesto,섬뜩한주문,诡异咒语,詭異咒語
827,フェイタルクロー,Dire Claw,Griffes Funestes,Artigli Fatali,Unheilsklauen,Garra Nociva,페이탈클로,克命爪,剋命爪
828,バリアーラッシュ,Psyshield Bash,Sprint Bouclier,Barrierassalto,Barrierenstoß,Asalto Barrera,배리어러시,屏障猛攻,屏障猛攻
829,パワーシフト,Power Shift,Échange Force,Scambioforza,Kraftwechsel,Cambiapoder,파워시프트,力量转换,力量轉換
830,がんせきアックス,Stone Axe,Hache de Pierre,Rocciascure,Felsaxt,Hachazo Pétreo,암석액스,岩斧,岩斧
831,はるのあらし,Springtide Storm,Typhon Passionné,Tempesta Zefirea,Frühlingsorkan,Ciclón Primavera,봄의폭풍,阳春风暴,陽春風暴
832,しんぴのちから,Mystical Power,Force Mystique,Forza Mistica,Mythenkraft,Poder Místico,신비의힘,神秘之力,神秘之力
833,だいふんげき,Raging Fury,Grand Courroux,Ira Furente,Flammenwut,Erupción de Ira,대격분,大愤慨,大憤慨
834,ウェーブタックル,Wave Crash,Aquatacle,Ondaschianto,Wellentackle,Envite Acuático,웨이브태클,波动冲,波動衝
835,クロロブラスト,Chloroblast,Herblast,Clorofillaser,Chlorostrahl,Clorofiláser,클로로블라스트,叶绿爆震,葉綠爆震
836,ひょうざんおろし,Mountain Gale,Bise Glaciaire,Soffio d'Iceberg,Frostfallwind,Viento Carámbano,빙산바람,冰山风,冰山風
837,しょうりのまい,Victory Dance,Danse Victoire,Danzavittoria,Siegestanz,Danza Triunfal,승리의춤,胜利之舞,勝利之舞
838,ぶちかまし,Headlong Rush,Assaut Frontal,Scontro Frontale,Schmetterramme,Arremetida,들이받기,突飞猛扑,突飛猛撲
839,どくばりセンボン,Barb Barrage,Multitoxik,Mille Fielespine,Giftstachelregen,Mil Púas Tóxicas,독침천발,毒千针,毒千針
840,オーラウイング,Esper Wing,Ailes Psycho,Ali d'Aura,Auraschwingen,Ala Aural,오라윙,气场之翼,氣場之翼
841,うらみつらみ,Bitter Malice,Cœur de Rancœur,Livore,Niedertracht,Rencor Reprimido,천추지한,冤冤相报,冤冤相報
842,たてこもる,Shelter,Mur Fumigène,Barricata,Refugium,Retracción,농성,闭关,閉關
843,３ぼんのや,Triple Arrows,Triple Flèche,Triplodardo,Drillingspfeile,Triple Flecha,3연화살,三连箭,三連箭
844,ひゃっきやこう,Infernal Parade,Cortège Funèbre,Corteo Spettrale,Phantomparade,Marcha Espectral,백귀야행,群魔乱舞,群魔亂舞
845,ひけん・ちえなみ,Ceaseless Edge,Vagues à Lames,Lama Milleflutti,Klingenschwall,Tajo Metralla,비검천중파,秘剑・千重涛,秘劍・千重濤
846,こがらしあらし,Bleakwind Storm,Typhon Hivernal,Tempesta Boreale,Polarorkan,Vendaval Gélido,찬바람폭풍,枯叶风暴,枯葉風暴
847,かみなりあらし,Wildbolt Storm,Typhon Fulgurant,Tempesta Tonante,Donnerorkan,Electormenta,번개폭풍,鸣雷风暴,鳴雷風暴
848,ねっさのあらし,Sandsear Storm,Typhon Pyrosable,Tempesta Ardente,Wüstenorkan,Simún de Arena,열사의폭풍,热沙风暴,熱沙風暴
849,みかづきのいのり,Lunar Blessing,Prière Lunaire,Invocaluna,Lunargebet,Plegaria Lunar,초승달의기도,新月祈祷,新月祈禱
850,ブレイブチャージ,Take Heart,Extravaillance,Baldimpulso,Mutschub,Bálsamo Osado,브레이브차지,勇气填充,勇氣填充
851,テラバースト,Tera Blast,Téra Explosion,Terascoppio,Tera-Ausbruch,Teraexplosión,테라버스트,太晶爆发,太晶爆發
852,スレッドトラップ,Silk Trap,Piège de Fil,Telatrappola,Fadenfalle,Telatrampa,스레드트랩,线阱,線阱
